"","AU","TI","SO","DT","DT2","DI","SN","PN","PP","PU","VL","PY","DB","TC","CR","C1","AU_UN","SR_FULL","SR"
"N TURYK NT, NA, ","N TURYK NT;M BRUENIG MB;P MCGINLEY PMG","GUIDANCE FOR IMPROVEMENT OF WATER QUALITY IN THE MONTELLO RIVER WATERSHED","MONTELLO-LAKE-DISTRICT.COM","PDF","ARTICLE",NA,NA,NA,NA,NA,NA,NA,"ISI",NA,"none",NA,NA,"N TURYK NT, NA, ","N TURYK NT, NA, "
"KR BRADBURY KRB, 1992, ","KR BRADBURY KRB;RW MCGRATH RWMG","FIELD STUDY OF ATRAZINE CONTAMINATION OF GROUNDWATER IN DANE COUNTY, WISCONSIN","FINAL ADMINISTRATIVE REPORT TO THE WISCONSIN DEPT OF AG ","CITATION","ARTICLE",NA,NA,NA,NA,NA,NA,1992,"ISI",NA,"none",NA,NA,"KR BRADBURY KRB, 1992, ","KR BRADBURY KRB, 1992, "
"RW MCGRATH RWMG, 1991, ","RW MCGRATH RWMG","INVESTIGATION OF ATRAZINE CONTAMINATION IN BEDROCK AQUIFERS, WESTERN DANE COUNTY, WISCONSIN",NA,"CITATION","BOOK",NA,NA,NA,NA,"UNIVERSITY OF WISCONSIN--MADISON",NA,1991,"ISI",NA,"none",NA,NA,"RW MCGRATH RWMG, 1991, ","RW MCGRATH RWMG, 1991, "
"J LUCZAJ JL, 2016, -a","J LUCZAJ JL;M MCINTIRE MMI;M OLSON HUNT MOH","GEOCHEMICAL CHARACTERIZATION OF TRACE MVT MINERALIZATION IN PALEOZOIC SEDIMENTARY ROCKS OF NORTHEASTERN WISCONSIN, USA","GEOSCIENCES",NA,"ARTICLE",NA,NA,NA,NA,"MDPI.COM",NA,2016,"ISI",NA,"none",NA,NA,"J LUCZAJ JL, 2016, ","J LUCZAJ JL, 2016, -a"
"S MARTINUZZI SM, 2014, ","S MARTINUZZI SM;SR JANUCHOWSKIHARTLEY SRJH;","THREATS AND OPPORTUNITIES FOR FRESHWATER CONSERVATION UNDER FUTURE LAND USE CHANGE SCENARIOS IN THE UNITED STATES","GLOBAL CHANGE",NA,"ARTICLE",NA,NA,NA,NA,"WILEY ONLINE LIBRARY",NA,2014,"ISI",NA,"none",NA,NA,"S MARTINUZZI SM, 2014, ","S MARTINUZZI SM, 2014, "
"TM NEESON TMN, 2015, -a","TM NEESON TMN;MC FERRIS MCF;MW DIEBEL MWD;","ENHANCING ECOSYSTEM RESTORATION EFFICIENCY THROUGH SPATIAL AND TEMPORAL COORDINATION","PROCEEDINGS OF THE",NA,"ARTICLE",NA,NA,NA,NA,"NATIONAL ACAD SCIENCES",NA,2015,"ISI",NA,"none",NA,NA,"TM NEESON TMN, 2015, ","TM NEESON TMN, 2015, -a"
"MR MAGEE MRM, 2019, ","MR MAGEE MRM;PB MCINTYRE PBMI;PC HANSON PCH;","DRIVERS AND MANAGEMENT IMPLICATIONS OF LONG-TERM CISCO OXYTHERMAL HABITAT DECLINE IN LAKE MENDOTA, WI","ENVIRONMENTAL","HTML","ARTICLE",NA,NA,NA,NA,"SPRINGER",NA,2019,"ISI",NA,"none",NA,NA,"MR MAGEE MRM, 2019, ","MR MAGEE MRM, 2019, "
"DL OELE DLO, 2019, ","DL OELE DLO;JW GAETA JWG;AL RYPEL ALR;","GROWTH AND RECRUITMENT DYNAMICS OF YOUNGOFYEAR NORTHERN PIKE: IMPLICATIONS FOR HABITAT CONSERVATION AND MANAGEMENT","ECOLOGY OF FRESHWATER",NA,"ARTICLE",NA,NA,NA,NA,"WILEY ONLINE LIBRARY",NA,2019,"ISI",NA,"none",NA,NA,"DL OELE DLO, 2019, ","DL OELE DLO, 2019, "
"MR MAGEE MRM, 2017, ","MR MAGEE MRM;PB MCINTYRE PBMI;","MODELING OXYTHERMAL STRESS FOR COOL-WATER FISHES IN LAKES USING A CUMULATIVE DOSAGE APPROACH","CANADIAN JOURNAL OF",NA,"ARTICLE",NA,NA,NA,NA,"NRC RESEARCH PRESS",NA,2017,"ISI",NA,"none",NA,NA,"MR MAGEE MRM, 2017, ","MR MAGEE MRM, 2017, "
"TM NEESON TMN, 2018, ","TM NEESON TMN;PJ DORAN PJD;MC FERRIS MCF;","CONSERVING RARE SPECIES CAN HAVE HIGH OPPORTUNITY COSTS FOR COMMON SPECIES","GLOBAL CHANGE",NA,"ARTICLE",NA,NA,NA,NA,"WILEY ONLINE LIBRARY",NA,2018,"ISI",NA,"none",NA,NA,"TM NEESON TMN, 2018, ","TM NEESON TMN, 2018, "
"PB MCINTYRE PBMI, 2016, ","PB MCINTYRE PBMI;CAR LIERMANN CARL;","LINKING FRESHWATER FISHERY MANAGEMENT TO GLOBAL FOOD SECURITY AND BIODIVERSITY CONSERVATION","PROCEEDINGS OF THE",NA,"ARTICLE",NA,NA,NA,NA,"NATIONAL ACAD SCIENCES",NA,2016,"ISI",NA,"none",NA,NA,"PB MCINTYRE PBMI, 2016, ","PB MCINTYRE PBMI, 2016, "
"TM NEESON TMN, 2018, -a","TM NEESON TMN;AT MOODY ATM;JR O HANLEY JROH;","AGING INFRASTRUCTURE CREATES OPPORTUNITIES FOR COSTEFFICIENT RESTORATION OF AQUATIC ECOSYSTEM CONNECTIVITY","ECOLOGICAL",NA,"ARTICLE",NA,NA,NA,NA,"WILEY ONLINE LIBRARY",NA,2018,"ISI",NA,"none",NA,NA,"TM NEESON TMN, 2018, ","TM NEESON TMN, 2018, -a"
"SR JANUCHOWSKIHARTLEY SRJH, 2016, ","SR JANUCHOWSKIHARTLEY SRJH;LA HOLTZ LAH;","FUTURE LAND USE THREATS TO RANGERESTRICTED FISH SPECIES IN THE UNITED STATES","DIVERSITY AND",NA,"ARTICLE",NA,NA,NA,NA,"WILEY ONLINE LIBRARY",NA,2016,"ISI",NA,"none",NA,NA,"SR JANUCHOWSKIHARTLEY SRJH, 2016, ","SR JANUCHOWSKIHARTLEY SRJH, 2016, "
"J LYONS JL, 2015, ","J LYONS JL;AL RYPEL ALR;PW RASMUSSEN PWR;","TRENDS IN THE REPRODUCTIVE PHENOLOGY OF TWO GREAT LAKES FISHES","TRANSACTIONS OF THE",NA,"ARTICLE",NA,NA,NA,NA,"TAYLOR \& FRANCIS",NA,2015,"ISI",NA,"none",NA,NA,"J LYONS JL, 2015, ","J LYONS JL, 2015, "
"DS CHERKAUER DSC, 1991, -a","DS CHERKAUER DSC;PF MCKEREGHAN PFMK","GROUNDWATER DISCHARGE TO LAKES: FOCUSING IN EMBAYMENTS","GROUNDWATER",NA,"ARTICLE",NA,NA,NA,NA,"WILEY ONLINE LIBRARY",NA,1991,"ISI",NA,"none",NA,NA,"DS CHERKAUER DSC, 1991, ","DS CHERKAUER DSC, 1991, -a"
"W MCKINLEY WMK, 1987, ","W MCKINLEY WMK","BARRON COUNTY NITRATE STUDY",NA,"CITATION","BOOK",NA,NA,NA,NA,"WISCONSIN DEPARTMENT OF NATURAL ",NA,1987,"ISI",NA,"none",NA,NA,"W MCKINLEY WMK, 1987, ","W MCKINLEY WMK, 1987, "
"A SHADE AS, 2012, ","A SHADE AS;JS READ JSR;ND YOUNGBLUT NDY;N FIERER NF;R KNIGHT RK;","LAKE MICROBIAL COMMUNITIES ARE RESILIENT AFTER A WHOLE-ECOSYSTEM DISTURBANCE","THE ISME","HTML","ARTICLE",NA,NA,NA,NA,"NATURE.COM",NA,2012,"ISI",NA,"none",NA,NA,"A SHADE AS, 2012, ","A SHADE AS, 2012, "
"KD MCMAHON KDMM, 2007, ","KD MCMAHON KDMM;EE SEYFRIED EES","EVALUATION OF ON-SITE WASTEWATER TREATMENT AS A SOURCES OF ANTIBIOTIC RESISTANCE GENES IN GROUNDWATER",NA,"BOOK","BOOK",NA,NA,NA,NA,"RESEARCHGATE.NET",NA,2007,"ISI",NA,"none",NA,NA,"KD MCMAHON KDMM, 2007, ","KD MCMAHON KDMM, 2007, "
"GJ KRAFT GJK, 1999, ","GJ KRAFT GJK;W STITES WS;DJ MECHENICH DJM","IMPACTS OF IRRIGATED VEGETABLE AGRICULTURE ON A HUMID NORTHCENTRAL US SAND PLAIN AQUIFER","GROUNDWATER",NA,"ARTICLE",NA,NA,NA,NA,"WILEY ONLINE LIBRARY",NA,1999,"ISI",NA,"none",NA,NA,"GJ KRAFT GJK, 1999, ","GJ KRAFT GJK, 1999, "
"GJ KRAFT GJK, 2012, -a","GJ KRAFT GJK;K CLANCY KC;DJ MECHENICH DJM;J HAUCKE JH","IRRIGATION EFFECTS IN THE NORTHERN LAKE STATES: WISCONSIN CENTRAL SANDS REVISITED","GROUNDWATER",NA,"ARTICLE",NA,NA,NA,NA,"WILEY ONLINE LIBRARY",NA,2012,"ISI",NA,"none",NA,NA,"GJ KRAFT GJK, 2012, ","GJ KRAFT GJK, 2012, -a"
"GJ KRAFT GJK, 2008, -a-b","GJ KRAFT GJK;BA BROWNE BAB;WM DEVITA WMDV;DJ MECHENICH DJM","AGRICULTURAL POLLUTANT PENETRATION AND STEADY STATE IN THICK AQUIFERS","GROUNDWATER",NA,"ARTICLE",NA,NA,NA,NA,"WILEY ONLINE LIBRARY",NA,2008,"ISI",NA,"none",NA,NA,"GJ KRAFT GJK, 2008, ","GJ KRAFT GJK, 2008, -a-b"
"GJ KRAFT GJK, 2010, -a","GJ KRAFT GJK;DJ MECHENICH DJM","GROUNDWATER PUMPING EFFECTS ON GROUNDWATER LEVELS, LAKE LEVELS, AND STREAMFLOWS IN THE WISCONSIN CENTRAL SANDS",NA,"BOOK","BOOK",NA,NA,NA,NA,"UWSP.EDU",NA,2010,"ISI",NA,"none",NA,NA,"GJ KRAFT GJK, 2010, ","GJ KRAFT GJK, 2010, -a"
", 2008, -a",";WM DEVITA WMDV;DJ MECHENICH DJM","COLLATERAL GEOCHEMICAL IMPACTS OF AGRICULTURAL NITROGEN ENRICHMENT FROM 1963 TO 1985: A SOUTHERN WISCONSIN GROUND WATER DEPTH PROFILE","JOURNAL OF ",NA,"ARTICLE",NA,NA,NA,NA,"DL.SCIENCESOCIETIES.ORG",NA,2008,"ISI",NA,"none",NA,NA,", 2008, ",", 2008, -a"
"KF CLANCY KFC, 2007, ","KF CLANCY KFC;G KRAFT GK;D MECHENICH DM","BASEFLOW INDICATORS FOR GROUNDWATER PROTECTION REGIONS","AGU FALL MEETING ABSTRACTS",NA,"ARTICLE",NA,NA,NA,NA,"ADSABS.HARVARD.EDU",NA,2007,"ISI",NA,"none",NA,NA,"KF CLANCY KFC, 2007, ","KF CLANCY KFC, 2007, "
"KC MASARIK KCM, 2007, -a","KC MASARIK KCM;GJ KRAFT GJK;DJ MECHENICH DJM;BA BROWNE BAB","GROUNDWATER POLLUTANT TRANSFER AND EXPORT FROM A NORTHERN MISSISSIPPI VALLEY LOESS HILLS WATERSHED",NA,"BOOK","BOOK",NA,NA,NA,NA,"UWSP.EDU",NA,2007,"ISI",NA,"none",NA,NA,"KC MASARIK KCM, 2007, ","KC MASARIK KCM, 2007, -a"
"LF MEISNER LFM, 1992, ","LF MEISNER LFM;DA BELLUCK DAB;","CYTOGENETIC EFFECTS OF ALACHLOR AND/OR ATRAZINE IN VIVO AND IN VITRO","ENVIRONMENTAL AND ",NA,"ARTICLE",NA,NA,NA,NA,"WILEY ONLINE LIBRARY",NA,1992,"ISI",NA,"none",NA,NA,"LF MEISNER LFM, 1992, ","LF MEISNER LFM, 1992, "
"BD ROLOFF BDR, 1992, ","BD ROLOFF BDR;DA BELLUCK DAB;LF MEISNER LFM","CYTOGENETIC STUDIES OF HERBICIDE INTERACTIONS IN VITRO AND IN VIVO USING ATRAZINE AND LINURON","ARCHIVES OF ENVIRONMENTAL ",NA,"ARTICLE",NA,NA,NA,NA,"SPRINGER",NA,1992,"ISI",NA,"none",NA,NA,"BD ROLOFF BDR, 1992, ","BD ROLOFF BDR, 1992, "
"LF MEISNER LFM, 1993, ","LF MEISNER LFM;BD ROLOFF BDR;DA BELLUCK DAB","IN VITRO EFFECTS OFN-NITROSOATRAZINE ON CHROMOSOME BREAKAGE","ARCHIVES OF ENVIRONMENTAL ",NA,"ARTICLE",NA,NA,NA,NA,"SPRINGER",NA,1993,"ISI",NA,"none",NA,NA,"LF MEISNER LFM, 1993, ","LF MEISNER LFM, 1993, "
"LF MEISNER LFM, 1990, ","LF MEISNER LFM","MUTAGENIC EFFECTS OF SELECTED TOXICANTS FOUND IN WISCONSIN'S GROUND WATER",NA,"CITATION","BOOK",NA,NA,NA,NA,"WISCONSIN DEPARTMENT OF NATURAL ",NA,1990,"ISI",NA,"none",NA,NA,"LF MEISNER LFM, 1990, ","LF MEISNER LFM, 1990, "
"MP ANDERSON MPA, 1999, ","MP ANDERSON MPA;JS AIKEN JSA;EK WEBB EKW;DM MICKELSON DMM","SEDIMENTOLOGY AND HYDROGEOLOGY OF TWO BRAIDED STREAM DEPOSITS","SEDIMENTARY GEOLOGY",NA,"ARTICLE",NA,NA,NA,NA,"ELSEVIER",NA,1999,"ISI",NA,"none",NA,NA,"MP ANDERSON MPA, 1999, ","MP ANDERSON MPA, 1999, "
"TB EDIL TBE, 1995, ","TB EDIL TBE;DM MICKELSON DMM","OVERCONSOLIDATED GLACIAL TILLS IN EASTERN WISCONSIN","TRANSPORTATION RESEARCH RECORD",NA,"ARTICLE",NA,NA,NA,NA,"TRID.TRB.ORG",NA,1995,"ISI",NA,"none",NA,NA,"TB EDIL TBE, 1995, ","TB EDIL TBE, 1995, "
"JS AIKEN JSA, 1994, ","JS AIKEN JSA;DM MICKELSON DMM;MP ANDERSON MPA","A THREE-DIMENSIONAL CHARACTERIZATION OF COARSE GLACIAL OUTWASH USED FOR MODELING CONTAMINANT MOVEMENT","GEOLOGICAL SOCIETY OF AMERICA ",NA,"ARTICLE",NA,NA,NA,NA,"OSTI.GOV",NA,1994,"ISI",NA,"none",NA,NA,"JS AIKEN JSA, 1994, ","JS AIKEN JSA, 1994, "
"WW SIMPKINS WWS, 1990, ","WW SIMPKINS WWS;DM MICKELSON DMM","GROUNDWATER FLOW SYSTEMS AND GEOCHEMISTRY NEAR THE MARGIN OF THE BURROUGHS GLACIER","PROCEEDINGS OF THE SECOND GLACIER BAY SCIENCE ","CITATION","ARTICLE",NA,NA,NA,NA,NA,NA,1990,"ISI",NA,"none",NA,NA,"WW SIMPKINS WWS, 1990, ","WW SIMPKINS WWS, 1990, "
"DM MICKELSON DMM, 1991, -a","DM MICKELSON DMM;TB EDIL TBE;PJ BOSSCHER PJB;E KENDZIORSKI EK","LANDSLIDE HAZARD ASSESSMENT FOR SHORELINE EROSION MANAGEMENT","LANDSLIDES: ROTTERDAM, AA ","CITATION","ARTICLE",NA,NA,NA,NA,NA,NA,1991,"ISI",NA,"none",NA,NA,"DM MICKELSON DMM, 1991, ","DM MICKELSON DMM, 1991, -a"
"TW RAYNE TWR, 1996, ","TW RAYNE TWR;KR BRADBURY KRB;DM MICKELSON DMM","VARIABILITY OF HYDRAULIC CONDUCTIVITY IN UNIFORM SANDY TILL, DANE COUNTY, WISCONSIN",NA,"BOOK","BOOK",NA,NA,NA,NA,"SOCWISCONSIN.ORG",NA,1996,"ISI",NA,"none",NA,NA,"TW RAYNE TWR, 1996, ","TW RAYNE TWR, 1996, "
"DM MICKELSON DMM, 2008, ","DM MICKELSON DMM;MP ANDERSON MPA;K DUNKLE KD","HYDROSTRATIGRAPHIC AND GROUNDWATER FLOW MODEL: TROY VALLEY GLACIAL AQUIFER, SOUTHEASTERN WISCONSIN",NA,"CITATION","BOOK",NA,NA,NA,NA,"[SN]",NA,2008,"ISI",NA,"none",NA,NA,"DM MICKELSON DMM, 2008, ","DM MICKELSON DMM, 2008, "
"DM MICKELSON DMM, 1991, -a-b","DM MICKELSON DMM","WATER RESOURCES OF THE LAC COURTE OREILLES RESERVATION, NORTHWEST WISCONSIN",NA,"CITATION","BOOK",NA,NA,NA,NA,"THE PROGRAM",NA,1991,"ISI",NA,"none",NA,NA,"DM MICKELSON DMM, 1991, ","DM MICKELSON DMM, 1991, -a-b"
"D MICKELSON DM, 1990, ","D MICKELSON DM;R SUTINEN RS","THE USE OF GROUND PENETRATING RADAR FOR WISDOT MATERIALS STUDIES",NA,"BOOK","BOOK",NA,NA,NA,NA,"BOOKS.GOOGLE.COM",NA,1990,"ISI",NA,"none",NA,NA,"D MICKELSON DM, 1990, ","D MICKELSON DM, 1990, "
"PM COLGAN PMC, 1997, ","PM COLGAN PMC;DM MICKELSON DMM;J LUNDQVIST JL;J KNIGHT JK;","SUBGLACIAL LANDFORMS AND SEDIMENTS","SEDIMENTARY GEOLOGY","CITATION","ARTICLE",NA,NA,NA,NA,NA,NA,1997,"ISI",NA,"none",NA,NA,"PM COLGAN PMC, 1997, ","PM COLGAN PMC, 1997, "
"P MORLEDGE PM, 1998, -a","P MORLEDGE PM;PL MONKMEYER PLM","ORAL HISTORY INTERVIEW: PETER L. MONKMEYER (0526)",NA,"RTF","BOOK",NA,NA,NA,NA,"MINDS.WISCONSIN.EDU",NA,1998,"ISI",NA,"none",NA,NA,"P MORLEDGE PM, 1998, ","P MORLEDGE PM, 1998, -a"
"MG MUDREY JR MGMJ, 1993, ","MG MUDREY JR MGMJ;KR BRADBURY KRB","EVALUATION OF NURE HYDROGEOCHEMICAL GROUNDWATER DATA FOR USE IN WISCONSIN GROUNDWATER STUDIES",NA,"CITATION","BOOK",NA,NA,NA,NA,"WISCONSIN DEPARTMENT OF NATURAL ",NA,1993,"ISI",NA,"none",NA,NA,"MG MUDREY JR MGMJ, 1993, ","MG MUDREY JR MGMJ, 1993, "
"MG MUDREY MGM, 1993, ","MG MUDREY MGM;KR BRADBURY KRB","DISTRIBUTION OF RADIONUCLIDES IN WISCONSIN GROUNDWATER",NA,"CITATION","BOOK",NA,NA,NA,NA,"[SN]",NA,1993,"ISI",NA,"none",NA,NA,"MG MUDREY MGM, 1993, ","MG MUDREY MGM, 1993, "
"TB EDIL TBE, 1992, -a-b-c","TB EDIL TBE;ASH MUHANNA ASHM","CHARACTERISTICS OF A BENTONITE SLURRY AS A SEALANT","GEOTECHNICAL TESTING JOURNAL",NA,"ARTICLE",NA,NA,NA,NA,"ASTM.ORG",NA,1992,"ISI",NA,"none",NA,NA,"TB EDIL TBE, 1992, ","TB EDIL TBE, 1992, -a-b-c"
"ASH MUHANNA ASHM, 1987, ","ASH MUHANNA ASHM","CHARACTERISTICS OF QUICK-GEL SLURRIES AS A WATER WELL SEALANT",NA,"CITATION","BOOK",NA,NA,NA,NA,"UNIVERSITY OF WISCONSIN--MADISON",NA,1987,"ISI",NA,"none",NA,NA,"ASH MUHANNA ASHM, 1987, ","ASH MUHANNA ASHM, 1987, "
"KR BRADBURY KRB, 1990, ","KR BRADBURY KRB;MA MULDOON MAM","HYDRAULIC CONDUCTIVITY DETERMINATIONS IN UNLITHIFIED GLACIAL AND FLUVIAL MATERIALS","GROUND WATER AND VADOSE ZONE MONITORING",NA,"ARTICLE",NA,NA,NA,NA,"ASTM.ORG",NA,1990,"ISI",NA,"none",NA,NA,"KR BRADBURY KRB, 1990, ","KR BRADBURY KRB, 1990, "
"CA UNDERWOOD CAU, 2003, ","CA UNDERWOOD CAU;ML COOKE MLC;JA SIMO JAS;","STRATIGRAPHIC CONTROLS ON VERTICAL FRACTURE PATTERNS IN SILURIAN DOLOMITE, NORTHEASTERN WISCONSIN","AAPG",NA,"ARTICLE",NA,NA,NA,NA,"PUBS.GEOSCIENCEWORLD.ORG",NA,2003,"ISI",NA,"none",NA,NA,"CA UNDERWOOD CAU, 2003, ","CA UNDERWOOD CAU, 2003, "
"TW RAYNE TWR, 2001, ","TW RAYNE TWR;KR BRADBURY KRB;MA MULDOON MAM","DELINEATION OF CAPTURE ZONES FOR MUNICIPAL WELLS IN FRACTURED DOLOMITE, STURGEON BAY, WISCONSIN, USA","HYDROGEOLOGY JOURNAL",NA,"ARTICLE",NA,NA,NA,NA,"SPRINGER",NA,2001,"ISI",NA,"none",NA,NA,"TW RAYNE TWR, 2001, ","TW RAYNE TWR, 2001, "
"KR BRADBURY KRB, 1992, -a","KR BRADBURY KRB;MA MULDOON MAM","HYDROGEOLGY AND GROUNDWATER MONITORING OF FRACTURED DOLOMITE IN THE UPPER DOOR PRIORITY WATERSHED, DOOR COUNTY, WISCONSIN",NA,"CITATION","BOOK",NA,NA,NA,NA,"UNIVERSITY OF WISCONSIN-EXTENSION",NA,1992,"ISI",NA,"none",NA,NA,"KR BRADBURY KRB, 1992, ","KR BRADBURY KRB, 1992, -a"
"RS STELZER RSS, 2011, -a-b","RS STELZER RSS;DR DROVER DRD;SL EGGERT SLE;MA MULDOON MAM","NITRATE RETENTION IN A SAND PLAINS STREAM AND THE IMPORTANCE OF GROUNDWATER DISCHARGE","BIOGEOCHEMISTRY","HTML","ARTICLE",NA,NA,NA,NA,"SPRINGER",NA,2011,"ISI",NA,"none",NA,NA,"RS STELZER RSS, 2011, ","RS STELZER RSS, 2011, -a-b"
"KR BRADBURY KRB, 2000, -a","KR BRADBURY KRB;TW RAYNE TWR;","FIELD VERIFICATION OF CAPTURE ZONES FOR MUNICIPAL WELLS AT STURGEON BAY, WISCONSIN","WISCONSIN GEOLOGICAL AND","PDF","ARTICLE",NA,NA,NA,NA,"RESEARCHGATE.NET",NA,2000,"ISI",NA,"none",NA,NA,"KR BRADBURY KRB, 2000, ","KR BRADBURY KRB, 2000, -a"
"MA MULDOON MAM, 1998, ","MA MULDOON MAM;KR BRADBURY KRB","TRACER STUDY FOR CHARACTERIZATION OF GROUNDWATER MOVEMENT AND CONTAMINANT TRANSPORT IN FRACTURED DOLOMITE",NA,"CITATION","BOOK",NA,NA,NA,NA,"WISCONSIN GEOLOGICAL AND NATURAL",NA,1998,"ISI",NA,"none",NA,NA,"MA MULDOON MAM, 1998, ","MA MULDOON MAM, 1998, "
"MA MULDOON MAM, 1993, ","MA MULDOON MAM;J PAYTON JP","DETERMINING WELLHEAD PROTECTION BOUNDARIES: AN INTRODUCTION",NA,"CITATION","BOOK",NA,NA,NA,NA,"THE DEPARTMENT",NA,1993,"ISI",NA,"none",NA,NA,"MA MULDOON MAM, 1993, ","MA MULDOON MAM, 1993, "
"KR BRADBURY KRB, 1998, -a","KR BRADBURY KRB;TW RAYNE TWR;MA MULDOON MAM;PD ROFFERS PDR","APPLICATION OF A DISCRETE FRACTURE FLOW MODEL FOR WELLHEAD PROTECTION AT STURGEON BAY, WISCONSIN","FLUID FLOW IN CARBONATES","CITATION","ARTICLE",NA,NA,NA,NA,NA,NA,1998,"ISI",NA,"none",NA,NA,"KR BRADBURY KRB, 1998, ","KR BRADBURY KRB, 1998, -a"
"MA MULDOON MAM, 1999, ","MA MULDOON MAM","DATA FROM SLUG TESTS IN THE SILURIAN DOLOMITE USING A SHORT-INTERVAL STRADDLE-PACKER ASSEMBLAGE",NA,"CITATION","BOOK",NA,NA,NA,NA,"WISCONSIN GEOLOGICAL AND NATURAL",NA,1999,"ISI",NA,"none",NA,NA,"MA MULDOON MAM, 1999, ","MA MULDOON MAM, 1999, "
"MA MULDOON MAM, 2000, ","MA MULDOON MAM","HYDROGEOLOGIC CHARACTERIZATION OF THE SILURIAN DOLOMITE IN DOOR COUNTY, WISCONSIN, AT REGIONAL AND SITE-SPECIFIC SCALES: COMPARISON OF CONTINUUM AND DISCRETE-FRACTURE",NA,NA,"BOOK",NA,NA,NA,NA,"ELIBRARY.RU",NA,2000,"ISI",NA,"none",NA,NA,"MA MULDOON MAM, 2000, ","MA MULDOON MAM, 2000, "
"KR BRADBURY KRB, 1993, ","KR BRADBURY KRB;MA MULDOON MAM","PRELIMINARY COMPARISON OF A DISCRETE FRACTURE MODEL WITH A CONTINUUM MODEL FOR GROUNDWATER MOVEMENT IN FRACTURED DOLOMITE",NA,"CITATION","BOOK",NA,NA,NA,NA,"WISCONSIN DEPARTMENT OF NATURAL",NA,1993,"ISI",NA,"none",NA,NA,"KR BRADBURY KRB, 1993, ","KR BRADBURY KRB, 1993, "
"GP TSOFLIAS GPT, 2004, ","GP TSOFLIAS GPT;T HALIHAN TH;","FRACTURE FLUID FLOW PROPERTIES INVESTIGATION USING GPR AND HYDRAULIC TESTING METHODS","PROCEEDINGS OF THE TENTH",NA,"ARTICLE",NA,NA,NA,NA,"IEEEXPLORE.IEEE.ORG",NA,2004,"ISI",NA,"none",NA,NA,"GP TSOFLIAS GPT, 2004, ","GP TSOFLIAS GPT, 2004, "
"MA MULDOON MAM, 2010, ","MA MULDOON MAM;KR BRADBURY KRB","ASSESSING SEASONAL VARIATIONS IN RECHARGE AND WATER QUALITY IN THE SILURIAN AQUIFER IN AREAS WITH THICKER SOIL COVER",NA,"CITATION","BOOK",NA,NA,NA,NA,"[SN]",NA,2010,"ISI",NA,"none",NA,NA,"MA MULDOON MAM, 2010, ","MA MULDOON MAM, 2010, "
"MA MULDOON MAM, 2018, -a","MA MULDOON MAM;MA BORCHARDT MAB;SK SPENCER SKS;","USING ENTERIC PATHOGENS TO ASSESS SOURCES OF FECAL CONTAMINATION IN THE SILURIAN DOLOMITE AQUIFER: PRELIMINARY RESULTS","AND PUBLIC HEALTH",NA,"ARTICLE",NA,NA,NA,NA,"SPRINGER",NA,2018,"ISI",NA,"none",NA,NA,"MA MULDOON MAM, 2018, ","MA MULDOON MAM, 2018, -a"
"MA MULDOON MAM, 1999, -a","MA MULDOON MAM;DL STOCKS DLS;JA SIMO JAS","STRATIGRAPHIC CONTROLS ON DISTRIBUTION OF HYDRAULIC CONDUCTIVITY IN CARBONATE AQUIFERS",NA,"CITATION","BOOK",NA,NA,NA,NA,"WISCONSIN GEOLOGICAL AND NATURAL",NA,1999,"ISI",NA,"none",NA,NA,"MA MULDOON MAM, 1999, ","MA MULDOON MAM, 1999, -a"
"MA MULDOON MAMULDOON, 2001, ","MA MULDOON MAMULDOON","STRATIGRAPHIC CONTROLS ON FRACTURE PATTERNS WITHIN THE SILURIAN DOLOMITE OF NORTHEASTERN WISCONSIN","GSA ANNUAL MEETING, NOVEMBER 5-8, 2001",NA,"ARTICLE",NA,NA,NA,NA,"GSA.CONFEX.COM",NA,2001,"ISI",NA,"none",NA,NA,"MA MULDOON MAMULDOON, 2001, ","MA MULDOON MAMULDOON, 2001, "
"MA MULDOON MAM, 1990, ","MA MULDOON MAM;FW MADISON FWM;MD JOHNSON MDJ","EUTROPHIC LAKES IN NORTHWESTERN WISCONSIN, A COORDINATED SOILS, GEOLOGIC, AND HYDROGEOLOGIC INVESTIGATION","WISCONSIN GEOLOGICAL AND NATURAL HISTORY","CITATION","ARTICLE",NA,NA,NA,NA,NA,NA,1990,"ISI",NA,"none",NA,NA,"MA MULDOON MAM, 1990, ","MA MULDOON MAM, 1990, "
"MA MULDOON MAM, 2005, ","MA MULDOON MAM;KR BRADBURY KRB","USING WATER-QUALITY DATA AS A SCREENING TOOL FOR IDENTIFYING ''KARST''WELLS IN WISCONSIN","GEOLOGICAL SOCIETY OF AMERICA ANNUAL",NA,"ARTICLE",NA,NA,NA,NA,"GSA.CONFEX.COM",NA,2005,"ISI",NA,"none",NA,NA,"MA MULDOON MAM, 2005, ","MA MULDOON MAM, 2005, "
"SK SWANSON SKS, 2014, ","SK SWANSON SKS;MA MULDOON MAM;V POLYAK VP;Y ASMEROM YA","EVALUATING SHALLOW FLOW-SYSTEM RESPONSE TO CLIMATE CHANGE THROUGH ANALYSIS OF SPRING DEPOSITS IN SOUTHWESTERN WISCONSIN, USA","HYDROGEOLOGY JOURNAL","HTML","ARTICLE",NA,NA,NA,NA,"SPRINGER",NA,2014,"ISI",NA,"none",NA,NA,"SK SWANSON SKS, 2014, ","SK SWANSON SKS, 2014, "
